,"May 8, 2020 ‚ The Department of Revenue Services announced that it is extending the deadline for filing certain protests with its appellate division by 90 days."
,"May 9, 2020 ‚ The Governor announced that his administration has released documents detailing specific rules that eligible businesses falling under phase 1 of Connecticut‚Äôs reopening plans must follow amid the ongoing COVID-19 pandemic."
,The Department of Economic and Community Development (DECD) announced the formation of the Reopen Connecticut Small Business Implementation Task Force to support small business on how to implement the new guidelines.
,"May 9, 2020 ‚ The Governor issued an order implementing standards at nursing homes to ensure loved ones can speak with their families either through windows or video conferencing"
,"May 11, 2020 ‚ The Governor issued an executive order making modifications to the petitioning process for the August primary."
,"May 11, 2020 ‚ The Governor announced the state has opened an COVID-19 only nursing home designed to handle patients elderly patients discharged from hospitals and to help prevent outbreaks at other nursing homes."
,"May 12, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Allowing municipalities to expedite changes to their zoning rules or other ordinances to expand outdoor dining;
,Creating an expedited approval process for restaurants and other establishments that serve food to get fast-tracked permission to create or expand outdoor dining areas;
,"Allowing other businesses such as retail stores to get fast-tracked permission to sell goods on the sidewalk or in other outdoor areas, including shared spaces or spaces provided by municipalities;"
,Allowing restaurants and other businesses who already have liquor permits to serve alcohol only with food without applying for a separate patio or extension of use permit; and
,Allowing private clubs to sell alcohol only to their members for delivery or pickup.
,"May 13, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Waiving of statutory vote on supplemental federal block grant;
,Permitting remote participation in member meetings;
,Waiving of certain regulatory limitations on the amount of support that can be provided to caregiver relatives;
,Modifying the grace period for April and May rent;
,Authorizing the Office of Policy and Management (OPM) to direct Department of Social Services (DSS) to provide Coronavirus Relief Fund distributions to nursing home facilities;
,Authorizing the OPM to direct DSS to provide Coronavirus Relief Fund distributions to COVID recovery facilities and alternate COVID recovery facilities;
,Authorizing additional COVID-19 related hardship relief funding under the Coronavirus Relief Fund to nursing home facilities;
,Protecting Coronavirus Relief Fund distribution determinations from rehearing or appeal; and
,Extending and sunset of suspension of tax on single-use plastic checkout bags.
,"May 13, 2020 ‚ The Connecticut Office of Early Childhood announced that it has launched ‚ÄúCTCARES for Family Child Care‚Äù to provide support to licensed family child care providers during the COVID-19 public health emergency and beyond."
,"May 14, 2020 ‚ The Governor announced CVS Health is opening 12 new COVID-19 test sites at select CVS Pharmacy drive-thru locations in Connecticut."
,"May 13, 2020- The Centers for Medicare and Medicaid Services (CMS) approved Connecticut‚Äôs second request for a Medicaid 1135 waiver. The waiver allows Connecticut to reimburse for Home and Community-Based Services(HCBS) in additional settings"
,"May 14, 2020 ‚ The Governor issued an executive order requiring procedures for local appointments and elections requiring in-person vote."
,"May 14, 2020 ‚ The Governor announced Connecticut businesses eligible to open on or soon after May 20 are required to self-certify to demonstrate they understand and will comply with COVID-19 rules and regulations set by the state."
,"May 14, 2020 ‚ The Governor announced that the State of Connecticut is receiving $111 million in federal coronavirus relief aid for the state‚Äôs school districts that will be used to support continued learning and address educational disruptions."
,"May 14, 2020 ‚ The Governor submitted his 2020-21 May Revision budget proposal to the Legislature ‚ a balanced plan to close a budget gap of more than $54 billion brought on by the COVID-19 recession."
,"May 15, 2020 ‚ The Governor announced that the first wave of Dell laptops ‚ part of a total 60,000 that are being donated to Connecticut high schools by the Partnership for Connecticut ‚ are arriving slightly ahead of schedule and will begin to be distributed to districts starting next week."
,"May 15, 2020 ‚ The Governor announced that the state will be distributing 50,000 infrared thermometers it has secured for small businesses, nonprofits, and places of worship to support safe reopening activities."
,"May 15, 2020 ‚ The Governor announced that Connecticut state parks that feature beaches along the state‚Äôs shoreline will be open Friday, May 22, though with capacity limitations. Visitors are advised to follow social distancing guidelines."
,"May 16, 2020 ‚ The Governor announced a partnership with UnitedHealth Group, United Way 211, and DoorDash to pilot a free meal delivery service for higher risk populations, The pilot will begin in the Greater Hartford area."
,"May 18, 2020 ‚ The Governor announced an executive order taking the following actions:"
,Reopening Phase 1;
,Enforcement of sector rules governing the reopening of businesses;
,"Extension of prohibition on large gatherings to June 20, 2020;"
,"Extension of restrictions on off-track betting, indoor fitness, and movie theaters to June 20;"
,"Further clarification of limits on restaurants, bars, and private clubs ‚ mixed drinks permitted for takeout or delivery;"
,Limitation on the operation of day camps;
,Enhanced health procedures for all day camps;
,Cancellation of resident camp operations;
,Limitation on the operation of summer and educational programs operated by local or regional boards of education; and
,Suspension or modification of regulatory requirements to protect public health and safety.
,"May 18, 2020 ‚ The Governor and Governor Gina Raimondo of Rhode Island announced their intention to align the reopening of hair salons and barbershops in their respective states in early June."
,"May 18, 2020 ‚ The Governor released a guidance document that was developed through a collaborative working group organized by his administration and provides best practices for dentist offices that are considering expanding their operations beyond emergency care in the coming days."
,"May 18, 2020 ‚ The Governor released an online guide to help small businesses comply with COVID-19 safety guidance and manage the broader reopening process."
,"May 20, 2020 ‚ The Governor issued an executive order allowing all registered voters in Connecticut to vote absentee in the August 11, 2020 primary elections."
,"May 20, 2020 ‚ The Governor announced the establishment of new enforcement protocols to ensure businesses follow the Sector Rules for May 20th Reopen."
,"May 20, 2020 ‚ The Connecticut Department of Energy and Environmental Protection (DEEP) released a plan that outlines current guidelines around the operation and use of Connecticut state park grounds, trails, beaches, boat launches, and other areas."
,"May 20, 2020 ‚ The Connecticut Insurance Commissioner announced that additional frontline health care workers and volunteers in Connecticut are now eligible to receive up to $25,000 of free term life insurance."
,"May 21, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Authority for the Department of Energy and Environmental Protection (DEEP) to issue rental refunds for events taking place in state parks;
,Modification of age limit for early intervention coverage; and
,Waiver of requirement for guest books at private clubs.
,"May 21, 2020 ‚ The Connecticut Department of Motor Vehicles (DMV) announced its previously enacted 90-day extension for residents with expiring credentials is being extended to a total of 180 days."
,"May 21, 2020 ‚ The Governor announced that CVS Health is opening 13 new COVID-19 test sites at select CVS Pharmacy drive-thru locations in Connecticut. These test sites, which are set to open on Friday, May 22, 2020, come in addition to the 12 locations the company previously opened in the state on May 15."
,"May 23, 2020 ‚ The Governor announced that the Connecticut Department of Transportation has approved a permit for Mystic Pizza to use a state highway right-of-way to add outdoor dining as the restaurant makes efforts to comply with the requirements of phase 1 of Connecticut‚Äôs reopening plans."
,"May 22, 2020 ‚ The Connecticut Department of Social Services announced children enrolled in school meals program will soon receive additional, emergency SNAP benefits."
,"May 22, 2020 ‚ The Connecticut Department of Labor was awarded $2.33 million federal grant to create disaster relief jobs, employment and training services."
,"May 26, 2020 ‚ The Governor released their Reopen Connecticut report, which contains recommendations from the Reopen Connecticut Advisory Group on the reopening of Connecticut‚Äôs economy and education system."
,"May 26, 2020 ‚ The Federal Emergency Management Agency (FEMA) approved the Lamont administration‚Äôs request to provide an extension for its non-congregate housing programs until July 2, 2020."
,"May 27, 2020 ‚ The Governor issued an executive order permitting the creation of a temporary nurse aide position to assist health care providers and other health-related services."
,"May 29, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Reopening of barbershops and hair salons on June 1; and
,Amending prohibitions on large gatherings.
,"May 29, 2020 ‚ The Connecticut Public Utility Regulatory Authority (PURA) announced that the utility shut-off moratorium for non-residential customers in the state will continue through July 1, 2020."
,"June 1, 2020 ‚ The Governor issued an executive order taking the following actions:"
,"Mandatory COVID-19 testing for staff of private and municipal nursing homes, residential communities, and assisted living agencies; and"
,"Allows the Connecticut Department of Labor to consider, when determining a worker‚Äôs eligibility for unemployment benefits, whether COVID-19 means returning to work would pose an unreasonable risk to the health of a member of that worker‚Äôs household."
,"June 2, 2020 ‚ The Governor announced that the State of Connecticut is partnering in a first-of-its-kind, statewide project to quantify the spread of COVID-19 within the state by conducting a seroprevalence study of 1,400 randomized, representative Connecticut residents."
,"June 2, 2020 ‚ The Governor issued an executive order amending the limitation on program sizes in child care."
,"June 3, 2020 ‚ The Governor announced that the state is partnering with philanthropic organizations in an effort to provide emergency assistance to vulnerable residents who are otherwise ineligible from receiving assistance through federal pandemic relief programs, including those from within the undocumented community."
,"June 4, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Technical clarifications regarding the ballot petitioning process for the August 2020 primary and November 2020 general election; and
,Further clarification of limits on alcohol service and sales related to catering.
,"June 4, 2020 ‚ The Governor and Banking Commissioner announced that over 45 banks and credit unions have agreed to extend their voluntary participation in the Connecticut Mortgage Relief Program, which provides relief to consumers facing financial hardship due to COVID-19."
,"June 4, 2020 ‚ The Governor announced that his administration is establishing the Connecticut Municipal Coronavirus Relief Fund Program, which will set a process by which municipal governments will receive reimbursements from the state using the federally supported Coronavirus Relief Fund to offset their expenses."
,"June 5, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Modification of safety rules for drive-in religious gatherings;
,Safety rules for drive-in graduations; and
,"Suspension of the involuntary discharge of nursing facility residents and residential care home residents who may be discharged to homeless shelters, except during emergency situations or with respect to COVID-19 recovered discharges."
,"June 7, 2020 ‚ The Governor announced that his administration has released documents detailing specific rules that eligible businesses falling under phase 2 of Connecticut‚Äôs reopening plans must follow amid the ongoing COVID-19 pandemic. The second phase takes effect Wednesday, June 17."
,"June 8, 2020 ‚ The Governor announced that he is ordering an independent, third-party review to be conducted of the preparation and response to the COVID-19 pandemic inside of Connecticut‚Äôs nursing homes and assisted living facilities."
,"June 9, 2020 ‚ The Connecticut Department of Public Health released an order ensuring that people with disabilities have reasonable access to support personnel in hospital settings in a manner that is consistent with disability rights laws and the health and safety of patients, health care providers, and support persons."
,"June 10, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Resumption of court filing deadlines;
,Modifications to DMV functions; and
,Modifications to Executive Order No. 7E.
,"June 11, 2020 ‚ The Governor announced the launch of the CT Back to Work Initiative that will provide workers and businesses with high-quality, user-friendly career tools to assist those who have been impacted by the economic fallout from the public health emergency."
,"June 17, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Modifications to adapt to Phase 2 reopening efforts;
,Restrictions on large gatherings and events;
,"Further clarification of limits on alcohol sales by restaurants, bars, and private clubs;"
,Restrictions of off-track betting extended;
,Extension of essential business rules;
,Clarification of Executive Order No. 7MM; and
,Extension of remote notarization.
,"June 17, 2020 ‚ The Governor issued an executive order taking the following actions:"
,"Technical correction to Executive Order No. 7ZZ, Section 8;"
,Authority to modify limitation on group sizes in child care;
,Waiver of requirement to hold annual agricultural fair and reporting requirement to maintain agricultural society property tax exemption; and
,"Mandatory COVID-19 testing for staff of private and municipal nursing home facilities, managed residential communities, and assisted living services agencies."
,"June 18, 2020 ‚ The Governor announced employees of five Connecticut state agencies (Department of Correction, the Department of Veterans Affairs, the Department of Mental Health and Addiction Services, the Department of Children and Families, and the Department of Developmental Services) who have frequent contact with constituents in congregate settings, hospitals, and nursing homes will receive mandatory COVID-19 testing."
,"June 19, 2020 ‚ The Governor announced the extension from the Federal Emergency Management Agency (FEMA) for approval to apply for reimbursement for statewide emergency feeding efforts until July 20."
,"June 24, 2020 ‚ The Governor Connecticut, Governor of New York, and Governor of New Jersey announced a joint incoming travel advisory that all individuals traveling from states with significant community spread of COVID-19 self-quarantine for a 14-day period from the time of last contact within the identified state."
,"June 25, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Clarifying the authority granted to allow boards of assessment appeals to extend deadlines to file tax assessment appeals to ensure that grand lists are completed on time;
,Extending the time for fire service personnelexaminations; and
,Modifying regulations in order to waive for six months the requirement that customers appear in person at the Department of Motor Vehicles to obtain a duplicate license or identification.
,"June 25, 2020 ‚ The Governor, in partnership with the Connecticut Community Nonprofit Alliance and the Hartford Foundation for Public Giving, announced the launch of ConnectiCorps, a new community service program set to launch in August that will help address the growing demand on essential services provided by Connecticut‚Äôs nonprofits in the areas of food security, housing, and antipoverty assistance."
,"June 26, 2020 ‚ The Connecticut Health and Educational Facilities Authority (CHEFA) approved $3 million in grants to assist Connecticut health care, education, child care, and cultural organizations."
,"June 29, 2020 ‚ The Governor announced a comprehensive plan to put more than $33 million in state and federal resources to work providing emergency assistance to renters, homeowners, and residential landlords."
,"June 29, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Extended protections for residential renters; and
,Authority to extend statutory and regulatory administrative deadlines by an additional 90 days.
,"June 29, 2020 ‚ TheState Department of Education released a comprehensive plan for returning to in-school, full-time instruction for the 2020-21 academic year."
,"June 30, 2020 ‚ The Governor announced the release of $2 million from the Coronavirus Relief Funds to expand the Connecticut Youth Employment Program, an ongoing initiative that provides year-round employment opportunities with community-based agencies throughout the state."
,"June 30, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Authorizing the Department of Social Services to provide funding from the Coronavirus Relief Fund to additional providers; and
,Allowing continuing education classes for electricians and plumbers to be conducted online.
,"June 30, 2020 ‚ The Governor along with the Governors of New Jersey and New York expanded the regional travel advisory to eight additional states requiring travelers to self-quarantine for a 14-day period."
,"July 2, 2020 ‚ The Governor updated the guidance if someone arrives to Connecticut from an impacted state, self-quarantining for 14 days remains the best option, however the updated guidance permits travelers to enter the state if they test negative for COVID-19 within 72 hours prior to arriving."
,"July 2, 2020 ‚ The state launched the ‚ÄúConnecticut Respect‚Äù PSA campaign to reinforce practices that will help reduce the spread of COVID-19."
,"July 6, 2020 ‚ The Governor announced that the state will pause Phase 3 reopening amid a jump in COVID-19 cases in different areas across the United States."
,"July 7, 2020 ‚ The Governor, along with the Governor of New Jersey and New York released an updated regional travel advisory to include three additional states (Delaware, Kansas, and Oklahoma)."
,"July 8, 2020 ‚ The Governor announced that all campgrounds at Connecticut State Parks have opened for the 2020 season with restrictions."
,"July 9, 2020 ‚ The Governor announced the reinstatement of the Small Town Economic Assistance Program (STEAP) ‚ a state initiative that funds infrastructure improvement projects for towns that are otherwise ineligible to receive urban action bonds. The initiative will have a special provision to support towns with expenditures related to their response to the pandemic, including for new construction, expansion, renovation, or replacement for existing facilities."
,"July 13, 2020 ‚ The Governor announced the state, in partnership with New York, is implementing a certification process that would require travelers to provide information on where they are staying, how they will quarantine and who they are traveling with, among other yet to be determined requirements."
,"July 13, 2020 ‚ The Governor issued an executive order taking the following actions:"
,Authorizing temporary rental housing program;
,Authorizing temporary creation of a mortgage relief program; and
,Extending online continuing education for plumbers and electricians.
,"July 14, 2020 ‚ The Governor issued an executive order authorizing the continued temporary suspension of the requirements for licensure, certification, or registration of out-of-state providers."
,"July 14, 2020 ‚ The Governor, along with the Governors of New Jersey and New York, released an updated regional travel advisory to include four additional states (Minnesota, New Mexico, Ohio, and Wisconsin)."
,"July 15, 2020 ‚ The Governor announced that he has submitted a request to the U.S. Department of Homeland Security to extend support for the Connecticut National Guard‚Äôs statewide response to the COVID-19 pandemic through December 31, 2020."
,"July 17, 2020 ‚ The Governor issued a proclamation calling the Connecticut General Assembly to meet in special session beginning Tuesday, July 21 to discuss legislation on the upcoming election, transparency in law enforcement, relaxed restrictions on telehealth services, and affordable access to medical resources."
,"July 17, 2020 ‚ The Connecticut‚Äôs Department of Energy and Environmental Protection (DEEP) announced plans to re-open inland swimming areas at eight state parks, Seaside State Park, and the marsh boardwalk at Silver Sands State Park effective Saturday, July 18, 2020."
,"July 20, 2020 ‚ The Governor announced new restrictions in place for those traveling to the state who fail to comply with travel restrictions."
,
,
,
,
Delaware,
,"March 12, 2020‚Governor Carney issued a State of Emergency declaration to prepare for the spread of Coronavirus (COVID-19). The emergency declaration also:"
,Requires the Delaware National Guard to take precautionary and responsive actions to assist with Delaware‚Äôs response to the coronavirus;
,"Advises event organizers in Delaware to cancel non-essential public gatherings of 100 people or more, to prevent community spread of coronavirus;"
,Allows the State of Delaware to conduct public meetings electronically to prevent unnecessary public gatherings;
,"Prohibits price gouging, or an excessive price increase of goods or services, during the coronavirus outbreak."
,"March 13, 2020‚The Governor directed a two-week closure of Delaware public schools"
,"March 16, 2020 ‚ The Delaware Department of Education received a waiver from the federal government to allow school nutrition programs to provide meals to students during the closure."
,"March 14, 2020 ‚ The Governor authorized all executive branch agencies to conduct public meetings electronically to prevent unnecessary public gatherings until further notice."
,"March 16, 2020 ‚ The Delaware Department of Transportation announced at the state‚Äôs three toll plazas there will be no toll collectors working to collect cash payments. All traffic will be directed through the EZPass lanes and motorists without EZPass will receive a bill in the mail for the toll with no penalty or processing fee."
,"March 16, 2020 ‚ The Governor modified the March 12 emergency declaration to limit Delaware restaurants, taverns and bars to take-out and delivery service. The declaration that took effect at 8:00 PM on March 16 also bans public gatherings of 50 or more people, consistent with updated guidance from the Centers for Disease Control and Prevention (CDC), and closes gaming activity at Delaware casinos. The modification also provides Delaware‚Äôs Secretary of Labor authorization to develop emergency rules to protect Delaware workers and ensure that unemployment benefits are available for Delawareans whose jobs are affected by the coronavirus outbreak."
,"March 18, 2020 ‚ The Governor announced the Hospitality Emergency Loan Program to provide financial relief for restaurants, bars and other hospitality industry businesses."
,"March 18, 2020 ‚ The Governor approved the following changes to Delaware‚Äôs unemployment benefits program for the hospitality industry:"
,The Department of Labor (DOL) will begin processing unemployment claims as they are received with the goal of benefits becoming available within a week;
,DOL will allow part-time income while collecting benefits as long as employees can demonstrate their decreased hours and earnings; and
,DOL will not classify tipped employees as minimum wage earners as long as their tips are reported as wages.
,"March 18, 2020 ‚ The Governor issued a second modification to his emergency declaration that allows any restaurant, brewpub, tavern or taproom with a valid on-premise license to sell alcoholic beverages as part of transactions for take-out food or drive through food service.  The modification also requires the closure of bowling alleys, movie theaters, fitness centers and health spas."
,"March 19, 2020 ‚ The Governor issued an executive order to allow flexibility to provide child care options for Delaware families and health care workers."
,"March 20, 2020 ‚ The Governor announced a coordinated statewide plan to ensure individuals have access to safe and efficient testing in Delaware. Tests will be administered at no cost to patients."
,"March 20, 2020 ‚ The Governor announced the state and Dogfish Head Craft Brewery are partnering to make more, much-needed hand sanitizer available to the state government."
,"March 21, 2020 ‚ The Governor issued a third modification to his emergency declaration, ordering Delaware beaches closed. The public is prohibited from accessing the beach except to exercise or walk dogs where dogs are permitted."
,"March 22, 2020 ‚ The Governor issued the fourth and fifth modifications to his emergency declaration, ordering Delawareans to stay at home whenever possible and closing all non-essential businesses in Delaware to help fight the spread of COVID-19."
,"March 23, 2020 ‚ The Governor declared a Public Health Emergency and the Delaware Emergency Management Agency (DEMA) and the Delaware Division of Public Health (DPH) issued a companion order focused on the following:"
,"Nurses, doctors, mental health care providers, pharmacists and other health care professionals who have active licenses or certificates of good standing in any U.S. jurisdiction are authorized to provide in-person health care services in Delaware throughout the emergency, as well as telemedicine services; and"
,"Delaware health care professionals whose licenses expired in the last five years are authorized to provide health care services in Delaware, assuming their licenses were in good standing for the five-year period."
,"March 23, 2020 ‚ The Governor ordered all Delaware schools to remain closed through at least Friday, May 15, 2020."
,"March 24, 2020 ‚ The Governor issued the sixth modification to his State of Emergency declaration, moving Delaware‚Äôs presidential primary to June 2, and suspending residential foreclosures and evictions."
,"March 25, 2020 ‚ The Governor announced a modified state of emergency requiring insurers not to cancel or fail to renew the insurance policies of those people and business facing economic impacts."
,"March 26, 2020 ‚ The Governor announced the expansion of the Hospitality Emergency Loan Program (H.E.L.P.) to provide financial relief for additional industries impacted and makes personal care services businesses."
,"March 26, 2020 ‚ The Governor announced a new program to provide emergency housing assistance to renters affected by shutdowns, closures, layoffs, reduced work hours, or unpaid leave."
,"March 27, 2020 ‚ The Centers for Medicare & Medicaid Services (CMS) approved Delaware‚Äôs request for a Section 1135 Medicaid waiver. The approved waiver enables Delaware to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements and extend fair hearing timelines"
,"March 29, 2020 ‚ The Governor Sunday signed the seventh modification to his State of Emergency declaration, ordering all out-of-state travelers into Delaware to immediately self-quarantine for 14 days to fight the spread of COVID-19."
,"March 30, 2020 ‚ The Governor signed the eighth modification to his State of Emergency declaration, which allows child care programs in Delaware to be designated as emergency child care sites."
,"April 1, 2020 ‚ The Governor signed the ninth modification to his State of Emergency declaration, further limiting public gatherings and ordering essential businesses to limit public gatherings to 10 people through May 15, or until the public health threat has been eliminated. The order includes public gatherings include weddings, funerals, and related activities."
,"April 2, 2020 ‚ The State of Delaware launched an online tool to connect Delawareans offering materials and supplies with organizations, medical providers and others in need of assistance."
,"April 2, 2020 ‚ The Governor announced three dozen inmates who are employed in the James T. Vaughn Correctional Center garment shop began producing cotton face masks for the correctional system and first responders as the Delaware Department of Correction."
,"April 4, 2020 ‚ The Delaware Division of Public Health announced a new collaboration with the United Way of Delaware to increase call center services."
,"April 5, 2020 ‚ The Department of Health and Social Services (DHSS) announced that all walk-in access to its public offices will end beginning on Monday, April 6, 2020, customer service needs will be met by appointment, phone, e-mail or online."
,"April 6, 2020 ‚ The Governor issued the tenth modification to his State of Emergency declaration, banning all short-term rental units ‚ including vacation home rentals, hotels, motels, and condo rentals."
,"April 8, 2020 ‚ The Delaware Division of Public Health (DPH) recommended residents should wear cloth face coverings in public settings where social distancing measures are difficult to maintain."
,"April 10, 2020 ‚ The Governor announced the extension of the State of Emergency declaration in place to limit the spread of COVID-19, and announced a partnership with the social network Nextdoor to keep Delawareans informed on the neighborhood level."
,"April 15, 2020 ‚ The Governor issued the eleventh modification to his State of Emergency declaration, requiring stricter guidelines to prevent COVID-19 infections in nursing facilities and other long-term care facilities."
,"April 23, 2020 ‚ The Governor issued the twelfth modification to his State of Emergency declaration, which allows the Public Health Authority to activate more out-of-state health care workers."
,"April 23, 2020 ‚ The Governor announced a statewide public engagement strategy focused on Delaware‚Äôs economic reopening and recovery effort."
,"April 24, 2020 ‚ The Governor announced schools will be closed through the academic year."
,"April 25, 2020 ‚ The Governor issued the thirteenth modification to his State of Emergency declaration, requiring Delawareans to wear face coverings in public settings, including in grocery stores, convenience stores, pharmacies, doctor‚Äôs offices, and on public transportation."
,"April 30, 2020 ‚ The Governor issued the fourteenth modification to his State of Emergency declaration, providing additional protections for Delaware renters and extending the application deadline for Delaware‚Äôs Senior School Property Tax Credit Program until June 1."
,"May 3, 2020 ‚ The Governor along with New York Governor Andrew M. Cuomo, New Jersey Governor Phil Murphy, Connecticut Governor Ned Lamont, Pennsylvania Governor Tom Wolf, Rhode Island Governor Gina Raimondo and Massachusetts Governor Charlie Baker announced a joint multi-state agreement to develop a regional supply chain for personal protective equipment, other medical equipment and testing."
,"May 5, 2020 ‚ The Governor announced a series of interim steps allowing small businesses retailers to resume limited operations effective 8:00 AM on Friday, May 8."
,"May 5, 2020 ‚ The Governor announced a plan to test all residents and staff of Delaware long-term care facilities for COVID-19."
,"May 7, 2020 ‚ The Governor signed the fifteenth modification to his State of Emergency declaration, rescheduling Delaware‚Äôs presidential primary to July 7. The Delaware Department of Elections will mail absentee ballot applications to all eligible voters for the presidential primary election."
,"May 8, 2020 ‚ The Governor announced June 1 as the target date for Phase I of Delaware‚Äôs economic reopening. Carney also extended Delaware‚Äôs State of Emergency declaration, including the stay-at-home order and its other modifications, through May 31."
,"May 8, 2020 ‚ The Governor announced a significant expansion of Delaware‚Äôs statewide testing program for COVID-19 as Delaware moves toward Phase I of an economic reopening."
,"May 10, 2020 ‚ The Governor signed the sixteenth modification to his State of Emergency declaration, suspending end-of-year evaluations for educators, professional development requirements and assessments due to the suspension of the school year."
,"May 11, 2020 ‚ The Governor announced the Delaware Farmers‚Äô Market Coalition, a group of market managers from across the state, the Delaware Department of Agriculture (DDA) is issuing protocols to help farmers‚Äô markets safely begin opening starting May 15."
,"May 12, 2020 ‚ The Governor announced that the State of Delaware entered into an agreement with the nonpartisan research institution NORC at the University of Chicago to build Delaware‚Äôs statewide contact tracing program to contain COVID-19, limit Delawareans‚Äô exposure to the disease, and restart Delaware‚Äôs economy."
,"May 14, 2020 ‚ The Governor announced that the State of Delaware will lift restrictions on Delaware beaches and community pools at 5:00 p.m. on Friday, May 22, subject to strict social distancing requirements and other restrictions. Ice cream shops and trucks will reopen with restrictions effective 5:00 p.m. this Friday, May 15."
,"May 15, 2020 ‚ The Governor released guidance for Phase 1 of Delaware‚Äôs rolling reopening. Delaware‚Äôs Phase 1 reopening plan provides general and sector-specific guidance for Delawareans and Delaware businesses. Phase 1 of Delaware‚Äôs economic reopening will begin on June 1."
,"May 18, 2020 ‚ The Governor issued guidance encouraging virtual services for churches and houses of worship while expanding their ability to conduct in-person services with restrictions."
,"May 18, 2020 ‚ The Governor announced a public strategy to plan for the safe reopening of Delaware school buildings. Three COVID-19 School Reopening Working Groups (Health and Wellness, Academics and Equity, and Operations and Services) will advise the Delaware Department of Education (DOE), Delaware school districts and charter schools on ways to safely and effectively reopen Delaware school buildings."
,"May 19, 2020 ‚ The Governor announced additional interim steps for retail and restaurant businesses to expand operations by appointment beginning tomorrow; restaurants can apply to expand outdoor seating effective June 1."
,"May 21, 2020 ‚ The Division of Public Health (DPH) announced it was awarded a $67 million Epidemiology Laboratory Capacity (ELC) grant from the Centers for Disease Control and Prevention to implement expanded testing capacity for COVID-19, and support the establishment of a modernized public health epidemiologic surveillance system."
,"May 22, 2020 ‚ The Governor issued an modification to his State of Emergency declaration, formalizing steps to allow restaurants to expand outdoor seating capacity."
,"May 22, 2020 ‚ The Governor launched an public education campaign with beach towns as Delaware beaches reopen."
,"May 22, 2020 ‚ The Governor announced an proactive Community-based COVID-19 testing strategy working with partners state-wide."
,"May 26, 2020 ‚ The Governor announced the state will lift the ban on short-term rental units and the mandatory 14-day quarantine for out-of-state travelers on June 1."
,"May 29, 2020 ‚ The Governor issued guidance for summer camps and summer school as Delaware continues a rolling reopening of the economy."
,"June 1, 2020 ‚ The Governor issued an executive order creating a Pandemic Resurgence Advisory Committee (PRAC) to plan for a potential resurgence of COVID-19 in fall 2020."
,"June 2, 2020 ‚ The Governor announced that Phase 2 of Delaware‚Äôs economic reopening will begin at 8:00 a.m. on Monday June 15. Retail establishments, restaurants and other businesses that were permitted to open at 30 percent of stated fire capacity in Phase 1 may expand to 60 percent of stated fire occupancy in Phase 2."
,"June 6, 2020‚ The Governor extended the State of Emergency declaration in place to limit the spread of COVID-19."
,"June 19, 2020 ‚ The Governor issued the 22nd modification to his State of Emergency Order, permitting an expansion of youth sports activities and personal care services to 60 percent if safety guidelines."
,"June 25, 2020 ‚ The Governor announced a delay in moving to Phase 3 of Delaware‚Äôs economic reopening."
,"June 30, 2020 ‚ The Governor issued a modification to the State of Emergency declaration closing bars in eastern Sussex County to limit spread of COVID-19 in Delaware‚Äôs beach communities."
,"June 30, 2020 ‚ The Governor announced the closure of bars in beach towns indefinitely starting July 3, 2020."
,"July 1, 2020 ‚ The Governor announced a joint effort across executive agencies to create a comprehensive plan to educate Delaware homeowners and renters on the foreclosure and eviction process and provide integrated services, including financial assistance."
,"July 1, 2020 ‚ The Governor signed legislation to make voting by mail an alternative to in-person voting and establishes procedures for voting by mail which mirror the procedures for absentee voting."
,"July 6, 2020 ‚ The  Governor announced the formal extension of the State of Emergency declaration another 30 days."
,"July 15, 2020 ‚ The Secretary of Education released guidance for the reopening of schools for the 2020-21 academic year with three different learning scenarios."
,
,
,
,
Florida,"March 1, 2020‚ Governor DeSantis signed an executive order directing the state health officer to declare a public health emergency and take any actions needed to protect the public health."
,The order directs the Florida Department of Health to actively monitor all persons meeting the CDC definition of a Person Under Investigation (PUI) for at least 14 days or until the PUI tests negative for COVID-19. Active monitoring will include at least: a) a risk assessment within 24 hours of when the individual meets the criteria for a PUI and b) twice daily temperature checks.
,The executive order also designated the Florida Department of Health as the lead agency to coordinate emergency response activities.
,"March 9, 2020‚ Governor DeSantis declared a state of emergency allowing nurses and doctors from other states to work in Florida and pharmacists to issue emergency 30-day prescriptions. The order also allows officials to activate the Florida National Guard, purchase medical supplies more swiftly, and establish field hospitals."
,"March 12, 2020 ‚ Florida activated of the Business Damage Assessment survey to assess the impact of COVID-19 on Florida‚Äôs local business operations."
